Recruitment Number,Position Number,Classification,Department,Interview Date,Selection,Job Offer Date,Effective Date,Comments,Date Verification
3916715,123-007-113-008,Operations Supervisor,Information Technology,2022-12-20,Isabella Parker,2023-01-05,2023-02-25,new to org,Dates OK
3916715,123-007-113-009,Operations Supervisor,Information Technology,2022-05-23,Steven Cruz,2022-06-07,2022-06-18,transfer,Dates OK
4858604,123-009-103-005,Project Manager,Operations,2023-01-06,Barbara Hernandez,2023-01-26,,declined,Dates OK
4858604,123-009-103-006,Project Manager,Operations,2023-03-01,Kevin Anderson,2023-03-27,2023-04-18,transfer,Dates OK
4858604,123-009-103-007,Project Manager,Operations,2023-05-06,Amanda Walker,2023-05-13,2023-06-20,,Dates OK
3705263,123-007-121-005,UX Designer,Information Technology,2022-06-14,William Torres,2022-06-19,,declined,Dates OK
9600719,123-010-102-001,Data Scientist,Legal,,,,,cancelled,Dates OK
9600719,123-010-102-002,Data Scientist,Legal,2023-02-20,Barbara King,2023-03-12,,declined,Dates OK
1312392,123-005-129-003,Supply Chain Manager,Sales,2023-05-09,Joshua Walker,2023-05-15,,declined,Dates OK
4680314,123-007-127-001,Training Coordinator,Information Technology,2022-07-06,Donna Evans,2022-07-26,,declined,Dates OK
4680314,123-007-127-002,Training Coordinator,Information Technology,2022-12-17,David Campbell,2023-01-16,2023-02-15,new to org,Dates OK
4680314,123-007-127-003,Training Coordinator,Information Technology,2023-01-30,Joseph Harris,2023-02-04,2023-02-11,transfer,Dates OK
4680314,123-007-127-004,Training Coordinator,Information Technology,2023-06-01,Kimberly Parker,2023-06-23,,declined,Dates OK
4680314,123-007-127-005,Training Coordinator,Information Technology,2022-07-01,Joshua Miller,2022-07-17,2022-09-13,promo,Dates OK
1654924,123-009-129-008,Supply Chain Manager,Operations,2022-05-14,Donald Nelson,2022-06-12,2022-07-21,transfer,Dates OK
1654924,123-009-129-009,Supply Chain Manager,Operations,2023-03-18,Lucas Roberts,2023-04-04,2023-05-01,transfer,Dates OK
1654924,123-009-129-010,Supply Chain Manager,Operations,2023-03-16,Brian King,2023-03-24,2023-05-15,transfer,Dates OK
1654924,123-009-129-011,Supply Chain Manager,Operations,2022-04-11,Daniel Nguyen,2022-04-25,2022-05-04,,Dates OK
1654924,123-009-129-012,Supply Chain Manager,Operations,2022-03-27,Deborah Anderson,2022-04-06,,rescinded,Dates OK
7855954,123-004-109-001,IT Technician,Marketing,2022-05-01,Andrew King,2022-05-18,2022-05-19,transfer,Dates OK
7291957,123-004-121-001,UX Designer,Marketing,2022-09-17,Elizabeth Ramirez,2022-09-26,2022-11-20,transfer,Dates OK
7291957,123-004-121-002,UX Designer,Marketing,2023-02-11,Michelle Moore,2023-03-08,2023-03-22,new to org,Dates OK
7291957,123-004-121-003,UX Designer,Marketing,2023-05-11,Barbara White,2023-05-20,2023-06-09,,Dates OK
6777340,123-007-125-014,Security Analyst,Information Technology,2023-04-03,Melissa Anderson,2023-04-29,2023-06-13,transfer,Dates OK
6777340,123-007-125-015,Security Analyst,Information Technology,2023-02-15,Susan Allen,2023-03-13,2023-04-04,transfer,Dates OK
1873301,123-007-106-001,Marketing Coordinator,Information Technology,2023-03-22,Donald Hill,2023-03-25,2023-03-30,promo,Dates OK
5413951,123-006-108-001,Customer Support Rep,Customer Service,2023-06-18,Jackson Sanchez,2023-06-28,2023-08-13,,Dates OK
1964069,123-003-125-004,Security Analyst,Engineering,2023-06-15,Mia Nelson,2023-06-25,2023-07-08,promo,Dates OK
1964069,123-003-125-005,Security Analyst,Engineering,2023-06-13,Joshua Allen,2023-07-06,,declined,Dates OK
1964069,123-003-125-006,Security Analyst,Engineering,2022-02-06,David Baker,2022-02-18,,rescinded,Dates OK
1964069,123-003-125-007,Security Analyst,Engineering,2022-03-30,James Hernandez,2022-04-08,,rescinded,Dates OK
7701385,123-007-112-014,Business Analyst,Information Technology,2022-03-12,Melissa Rivera,2022-04-11,2022-04-17,transfer,Dates OK
7701385,123-007-112-015,Business Analyst,Information Technology,2022-10-11,Daniel Evans,2022-10-19,2022-11-27,new to org,Dates OK
7701385,123-007-112-016,Business Analyst,Information Technology,2022-01-05,Jackson Sanchez,2022-01-14,2022-01-26,,Dates OK
7701385,123-007-112-017,Business Analyst,Information Technology,2023-05-31,Emily Jones,2023-06-10,2023-07-02,transfer,Dates OK
2963085,123-009-126-001,Recruiter,Operations,2023-01-22,Brian Lewis,2023-02-10,2023-03-13,new to org,Dates OK
2963085,123-009-126-002,Recruiter,Operations,2023-04-17,Deborah Robinson,2023-05-16,2023-06-23,new to org,Dates OK
2963085,123-009-126-003,Recruiter,Operations,2022-03-11,Linda Taylor,2022-03-24,2022-05-04,,Dates OK
4697401,123-004-122-009,DevOps Engineer,Marketing,2022-01-10,Kimberly Wright,2022-02-02,2022-03-28,new to org,Dates OK
4697401,123-004-122-010,DevOps Engineer,Marketing,2023-02-13,Charles Garcia,2023-03-07,,rescinded,Dates OK
4697401,123-004-122-011,DevOps Engineer,Marketing,2022-07-02,John Scott,2022-07-18,2022-08-08,new to org,Dates OK
6931382,123-010-107-001,Sales Associate,Legal,2022-07-14,Melissa Baker,2022-07-30,,declined,Dates OK
6931382,123-010-107-002,Sales Associate,Legal,2022-09-29,Melissa Thomas,2022-10-06,2022-10-21,promo,Dates OK
6931382,123-010-107-003,Sales Associate,Legal,2022-12-31,Jessica Turner,2023-01-05,,rescinded,Dates OK
2789949,123-002-104-001,HR Specialist,Finance,2023-01-16,Mia Walker,2023-02-05,2023-02-26,transfer,Dates OK
2789949,123-002-104-002,HR Specialist,Finance,2023-06-08,Ashley Lopez,2023-06-17,2023-07-13,new to org,Dates OK
2789949,123-002-104-003,HR Specialist,Finance,2022-02-25,Andrew Rodriguez,2022-03-14,,rescinded,Dates OK
2789949,123-002-104-004,HR Specialist,Finance,2022-02-03,Charlotte Wright,2022-02-20,2022-03-15,,Dates OK
7605473,123-003-128-001,Payroll Specialist,Engineering,2022-01-09,Christopher Hall,2022-01-10,2022-02-23,,Dates OK
7605473,123-003-128-002,Payroll Specialist,Engineering,2022-11-30,Donna Miller,2022-12-12,,rescinded,Dates OK
7605473,123-003-128-003,Payroll Specialist,Engineering,2022-09-27,Barbara Scott,2022-10-05,2022-10-23,new to org,Dates OK
7605473,123-003-128-004,Payroll Specialist,Engineering,2023-05-26,Lisa Lopez,2023-06-09,2023-06-23,new to org,Dates OK
8031212,123-006-123-001,Data Engineer,Customer Service,2022-05-15,Mark Lopez,2022-06-03,2022-07-17,new to org,Dates OK
8031212,123-006-123-002,Data Engineer,Customer Service,2022-10-04,Michael Campbell,2022-10-30,,rescinded,Dates OK
8031212,123-006-123-003,Data Engineer,Customer Service,2023-01-26,Margaret Diaz,2023-02-02,,rescinded,Dates OK
3446851,123-003-126-004,Recruiter,Engineering,2022-05-18,Anthony Young,2022-06-16,2022-08-10,promo,Dates OK
3446851,123-003-126-005,Recruiter,Engineering,2022-11-04,Sophia Young,2022-11-13,2022-12-19,new to org,Dates OK
3446851,123-003-126-006,Recruiter,Engineering,2022-06-17,Betty Miller,2022-06-19,2022-07-03,transfer,Dates OK
3446851,123-003-126-007,Recruiter,Engineering,2022-04-09,Mason Green,2022-04-24,2022-06-11,,Dates OK
6614605,123-006-109-001,IT Technician,Customer Service,2023-02-26,Daniel Johnson,2023-03-02,2023-03-25,new to org,Dates OK
6614605,123-006-109-002,IT Technician,Customer Service,2022-06-28,Andrew Torres,2022-07-23,2022-08-11,promo,Dates OK
6614605,123-006-109-003,IT Technician,Customer Service,2023-04-03,Deborah Mitchell,2023-05-02,2023-05-08,,Dates OK
7393310,123-005-120-004,Executive Assistant,Sales,2022-12-12,Logan Hernandez,2022-12-26,2023-02-05,promo,Dates OK
7393310,123-005-120-005,Executive Assistant,Sales,2022-03-15,Mia Collins,2022-03-18,2022-03-29,,Dates OK
7393310,123-005-120-006,Executive Assistant,Sales,2022-10-26,Christopher Adams,2022-11-18,2022-12-06,new to org,Dates OK
7393310,123-005-120-007,Executive Assistant,Sales,2023-04-01,Sarah Cruz,2023-04-26,2023-06-21,,Dates OK
7092894,123-010-124-003,Compliance Officer,Legal,2022-01-24,David Lopez,2022-01-29,2022-03-17,,Dates OK
7092894,123-010-124-004,Compliance Officer,Legal,2022-03-23,Thomas Mitchell,2022-03-30,,rescinded,Dates OK
7092894,123-010-124-005,Compliance Officer,Legal,2022-03-07,Michael Miller,2022-04-06,,declined,Dates OK
7092894,123-010-124-006,Compliance Officer,Legal,2023-02-11,Mary Roberts,2023-02-28,2023-04-18,transfer,Dates OK
7092894,123-010-124-007,Compliance Officer,Legal,2022-06-09,Thomas Flores,2022-06-12,2022-07-24,transfer,Dates OK
7540534,123-004-110-001,Legal Advisor,Marketing,2022-05-15,Kenneth Rodriguez,2022-06-01,2022-07-25,,Dates OK
7540534,123-004-110-002,Legal Advisor,Marketing,2023-01-01,Robert Nelson,2023-01-29,,declined,Dates OK
6455972,123-008-128-001,Payroll Specialist,Research and Development,2022-05-19,Emily Lewis,2022-06-11,2022-07-16,new to org,Dates OK
6455972,123-008-128-002,Payroll Specialist,Research and Development,2023-03-22,Joshua Robinson,2023-04-08,,declined,Dates OK
6455972,123-008-128-003,Payroll Specialist,Research and Development,2023-05-09,Ava Thompson,2023-05-27,2023-06-11,new to org,Dates OK
6455972,123-008-128-004,Payroll Specialist,Research and Development,2023-02-27,Karen White,2023-03-08,2023-03-18,,Dates OK
6093108,123-001-101-008,Software Engineer,Human Resources,2023-04-26,Daniel Jackson,2023-05-14,2023-05-15,promo,Dates OK
6093108,123-001-101-009,Software Engineer,Human Resources,2023-05-04,Charlotte Carter,2023-05-14,2023-05-15,,Dates OK
6093108,123-001-101-010,Software Engineer,Human Resources,2022-01-08,Joshua Anderson,2022-01-26,2022-02-19,new to org,Dates OK
6093108,123-001-101-011,Software Engineer,Human Resources,2023-03-24,Olivia Scott,2023-04-06,,declined,Dates OK
6093108,123-001-101-012,Software Engineer,Human Resources,2023-02-04,Dorothy Mitchell,2023-03-03,,rescinded,Dates OK
7347794,123-005-108-003,Customer Support Rep,Sales,2022-10-06,Kimberly Carter,2022-10-16,2022-11-27,promo,Dates OK
9924543,123-005-126-001,Recruiter,Sales,2022-05-20,John Lopez,2022-05-30,,declined,Dates OK
9924543,123-005-126-002,Recruiter,Sales,2023-04-09,Sandra Flores,2023-04-18,,declined,Dates OK
9924543,123-005-126-003,Recruiter,Sales,2022-01-20,Richard Lee,2022-01-25,2022-01-29,,Dates OK
9924543,123-005-126-004,Recruiter,Sales,2022-10-16,Barbara Miller,2022-10-25,2022-11-03,transfer,Dates OK
8355410,123-001-124-001,Compliance Officer,Human Resources,,,,,cancelled,Dates OK
8355410,123-001-124-002,Compliance Officer,Human Resources,,,,,cancelled,Dates OK
4643811,123-007-111-001,Product Manager,Information Technology,2022-02-02,Lisa Robinson,2022-02-13,2022-02-19,,Dates OK
4643811,123-007-111-002,Product Manager,Information Technology,2023-02-06,Patricia Moore,2023-02-09,2023-03-16,promo,Dates OK
4643811,123-007-111-003,Product Manager,Information Technology,2022-09-14,Lucas Turner,2022-10-11,2022-11-05,promo,Dates OK
1211652,123-004-104-007,HR Specialist,Marketing,2022-02-04,Jessica Mitchell,2022-02-11,2022-03-13,,Dates OK
1211652,123-004-104-008,HR Specialist,Marketing,2022-08-02,Kimberly Nelson,2022-08-18,2022-09-12,transfer,Dates OK
1211652,123-004-104-009,HR Specialist,Marketing,2022-06-12,Jackson Lee,2022-07-03,2022-08-19,new to org,Dates OK
1211652,123-004-104-010,HR Specialist,Marketing,2023-06-18,Jackson Scott,2023-06-22,,declined,Dates OK
5249882,123-005-116-003,Content Writer,Sales,2022-08-12,Patricia Parker,2022-08-16,,rescinded,Dates OK
5249882,123-005-116-004,Content Writer,Sales,2022-01-16,Margaret Lee,2022-01-22,,declined,Dates OK
5632190,123-002-119-001,Account Manager,Finance,2023-05-02,Robert Nguyen,2023-05-25,2023-07-03,transfer,Dates OK
5632190,123-002-119-002,Account Manager,Finance,2022-09-12,Deborah Garcia,2022-09-18,,declined,Dates OK
5632190,123-002-119-003,Account Manager,Finance,2022-03-03,Jackson Carter,2022-03-05,2022-03-28,new to org,Dates OK
5632190,123-002-119-004,Account Manager,Finance,2022-08-27,William Young,2022-09-07,2022-10-13,transfer,Dates OK
6827024,123-008-126-001,Recruiter,Research and Development,,,,,cancelled,Dates OK
6827024,123-008-126-002,Recruiter,Research and Development,2022-09-14,George Rodriguez,2022-10-13,,rescinded,Dates OK
1662507,123-008-116-001,Content Writer,Research and Development,2022-07-14,Brian Young,2022-08-02,,declined,Dates OK
1662507,123-008-116-002,Content Writer,Research and Development,2023-04-25,Daniel Lee,2023-05-04,,declined,Dates OK
1662507,123-008-116-003,Content Writer,Research and Development,2022-06-08,John King,2022-06-23,2022-07-12,promo,Dates OK
1662507,123-008-116-004,Content Writer,Research and Development,2023-06-03,Sandra Smith,2023-06-16,2023-08-02,new to org,Dates OK
1662507,123-008-116-005,Content Writer,Research and Development,2023-01-08,Mary Flores,2023-02-02,,declined,Dates OK
5006173,123-002-111-001,Product Manager,Finance,2023-05-25,Kimberly Baker,2023-06-19,2023-07-25,promo,Dates OK
5006173,123-002-111-002,Product Manager,Finance,2023-02-24,Charles Lee,2023-03-17,,declined,Dates OK
5006173,123-002-111-003,Product Manager,Finance,2022-03-10,Kimberly Nelson,2022-03-12,2022-05-05,transfer,Dates OK
5006173,123-002-111-004,Product Manager,Finance,2022-07-26,Logan Williams,2022-07-30,2022-08-31,promo,Dates OK
5006173,123-002-111-005,Product Manager,Finance,2023-02-02,Robert Torres,2023-02-24,,declined,Dates OK
9219319,123-010-117-006,Quality Assurance,Legal,2022-03-14,Lisa Anderson,2022-03-15,,declined,Dates OK
9219319,123-010-117-007,Quality Assurance,Legal,2022-03-23,Carol Young,2022-04-07,2022-05-29,promo,Dates OK
9219319,123-010-117-008,Quality Assurance,Legal,2023-03-02,Emily Mitchell,2023-03-29,2023-04-22,new to org,Dates OK
9219319,123-010-117-009,Quality Assurance,Legal,2022-09-30,Isabella Flores,2022-10-17,2022-10-20,transfer,Dates OK
9219319,123-010-117-010,Quality Assurance,Legal,2023-06-16,John Wilson,2023-06-20,2023-06-27,new to org,Dates OK
4875838,123-007-118-001,Network Engineer,Information Technology,2022-07-03,Kevin Thomas,2022-07-21,,declined,Dates OK
4875838,123-007-118-002,Network Engineer,Information Technology,2023-01-02,Melissa Miller,2023-01-24,2023-02-23,,Dates OK
8165129,123-002-129-001,Supply Chain Manager,Finance,2022-06-11,Steven Perez,2022-06-29,2022-08-07,,Dates OK
8165129,123-002-129-002,Supply Chain Manager,Finance,2022-11-29,Lucas Lee,2022-12-27,2023-01-20,new to org,Dates OK
7917972,123-007-125-016,Security Analyst,Information Technology,2022-09-18,Matthew Roberts,2022-09-30,2022-10-29,promo,Dates OK
7917972,123-007-125-017,Security Analyst,Information Technology,2022-02-05,James Campbell,2022-02-15,2022-03-26,,Dates OK
7917972,123-007-125-018,Security Analyst,Information Technology,2022-11-06,William Cruz,2022-11-07,,declined,Dates OK
6038767,123-004-108-002,Customer Support Rep,Marketing,2023-01-11,William Taylor,2023-02-09,,declined,Dates OK
6038767,123-004-108-003,Customer Support Rep,Marketing,2023-06-08,Ava Scott,2023-06-26,2023-08-02,new to org,Dates OK
6038767,123-004-108-004,Customer Support Rep,Marketing,2023-04-17,Michael Williams,2023-04-29,2023-05-09,promo,Dates OK
5191903,123-005-108-004,Customer Support Rep,Sales,,,,,cancelled,Dates OK
5191903,123-005-108-005,Customer Support Rep,Sales,2022-03-21,Ava Wilson,2022-04-14,,rescinded,Dates OK
5191903,123-005-108-006,Customer Support Rep,Sales,2023-05-15,Donald Lopez,2023-06-11,,rescinded,Dates OK
2599943,123-005-120-008,Executive Assistant,Sales,2022-02-27,Jennifer Roberts,2022-03-29,2022-05-18,,Dates OK
6610127,123-007-112-018,Business Analyst,Information Technology,2022-08-21,Logan Roberts,2022-09-14,2022-10-26,transfer,Dates OK
6610127,123-007-112-019,Business Analyst,Information Technology,2023-01-27,Kenneth Roberts,2023-01-29,2023-02-18,transfer,Dates OK
6610127,123-007-112-020,Business Analyst,Information Technology,2022-06-03,Paul Torres,2022-06-14,2022-07-17,new to org,Dates OK
6610127,123-007-112-021,Business Analyst,Information Technology,2023-02-07,Patricia Baker,2023-02-22,2023-04-12,promo,Dates OK
9467953,123-004-103-002,Project Manager,Marketing,2022-05-16,Betty Martinez,2022-05-27,,declined,Dates OK
9467953,123-004-103-003,Project Manager,Marketing,2022-07-20,Ashley Sanchez,2022-08-07,,declined,Dates OK
9467953,123-004-103-004,Project Manager,Marketing,2022-09-26,Emily Sanchez,2022-09-29,2022-10-25,transfer,Dates OK
9467953,123-004-103-005,Project Manager,Marketing,2023-05-08,Edward Rodriguez,2023-05-26,2023-06-08,promo,Dates OK
9795418,123-004-108-005,Customer Support Rep,Marketing,2022-04-02,Margaret Lee,2022-04-06,,declined,Dates OK
7938755,123-006-114-001,Research Analyst,Customer Service,2022-01-25,Daniel Hill,2022-02-19,,declined,Dates OK
7938755,123-006-114-002,Research Analyst,Customer Service,2023-03-29,Daniel Flores,2023-04-18,,rescinded,Dates OK
7938755,123-006-114-003,Research Analyst,Customer Service,2022-08-28,Robert Evans,2022-09-04,,declined,Dates OK
7271672,123-002-105-005,Financial Analyst,Finance,2022-06-01,Charlotte Flores,2022-06-29,2022-08-22,promo,Dates OK
5826554,123-006-101-002,Software Engineer,Customer Service,2022-12-06,Donald Johnson,2022-12-13,,rescinded,Dates OK
4554677,123-009-107-007,Sales Associate,Operations,2022-05-25,Michelle Campbell,2022-06-17,2022-08-01,,Dates OK
4554677,123-009-107-008,Sales Associate,Operations,2023-06-24,Donna Edwards,2023-06-26,2023-07-13,,Dates OK
4554677,123-009-107-009,Sales Associate,Operations,2022-10-05,Charles Gonzalez,2022-10-07,,declined,Dates OK
4554677,123-009-107-010,Sales Associate,Operations,2022-10-05,John Harris,2022-10-27,2022-12-21,transfer,Dates OK
4554677,123-009-107-011,Sales Associate,Operations,2022-01-20,Logan Miller,2022-01-30,2022-03-27,new to org,Dates OK
7484783,123-007-108-003,Customer Support Rep,Information Technology,2023-05-12,Lucas Lee,2023-06-09,2023-07-18,transfer,Dates OK
7484783,123-007-108-004,Customer Support Rep,Information Technology,2023-04-14,Richard Allen,2023-05-02,2023-07-01,promo,Dates OK
7484783,123-007-108-005,Customer Support Rep,Information Technology,2022-11-09,Jessica King,2022-11-20,2022-12-22,transfer,Dates OK
7484783,123-007-108-006,Customer Support Rep,Information Technology,2022-12-27,Mary Thompson,2023-01-08,2023-02-18,promo,Dates OK
7484783,123-007-108-007,Customer Support Rep,Information Technology,2022-09-21,Ethan Brown,2022-10-20,2022-11-14,new to org,Dates OK
1494355,123-005-118-001,Network Engineer,Sales,2022-05-21,Lucas Sanchez,2022-05-24,,declined,Dates OK
1494355,123-005-118-002,Network Engineer,Sales,2022-06-06,Anthony Thomas,2022-06-20,2022-07-10,promo,Dates OK
6524481,123-009-115-001,Graphic Designer,Operations,2022-07-27,William Nguyen,2022-08-24,,declined,Dates OK
6524481,123-009-115-002,Graphic Designer,Operations,2023-06-21,Brian Rivera,2023-07-21,,declined,Dates OK
3269160,123-003-114-001,Research Analyst,Engineering,2023-06-30,John Scott,2023-07-24,2023-08-01,new to org,Dates OK
3269160,123-003-114-002,Research Analyst,Engineering,2022-05-30,Mason Cruz,2022-06-23,,declined,Dates OK
3269160,123-003-114-003,Research Analyst,Engineering,2023-02-28,Christopher Cruz,2023-03-14,,declined,Dates OK
3269160,123-003-114-004,Research Analyst,Engineering,2022-07-12,Elizabeth Roberts,2022-07-16,2022-07-25,new to org,Dates OK
